"","id","crime"
"16955","Tarde-2014-11-29-Devonshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"16956","Tarde-2014-11-29-Devonshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"16957","Tarde-2014-11-28-Devonshire","THEFT PLAIN - PETTY ($950 & UNDER)"
"16958","Noite-2014-11-29-Devonshire","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"16959","Tarde-2014-11-22-Devonshire","BURGLARY"
"16960","Tarde-2014-11-29-Devonshire","BURGLARY, ATTEMPTED"
"16961","Tarde-2014-11-29-Devonshire","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"16962","Noite-2014-11-29-Devonshire","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"16963","Madrugada-2014-11-29-Devonshire","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"16964","Manha-2014-11-29-Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"16965","Noite-2014-11-28-Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"16966","Tarde-2014-11-28-Southeast","VEHICLE - STOLEN"
"16967","Noite-2014-11-28-Southeast","VEHICLE - STOLEN"
"16968","Noite-2014-11-28-Southeast","VEHICLE - STOLEN"
"16969","Tarde-2014-11-29-Southeast","VEHICLE - STOLEN"
"16970","Manha-2014-11-29-Southeast","VEHICLE - STOLEN"
"16971","Manha-2014-11-29-Southeast","VEHICLE - STOLEN"
"16972","Noite-2014-11-28-Southeast","VEHICLE - STOLEN"
"16973","Manha-2014-11-29-Southeast","BATTERY - SIMPLE ASSAULT"
"16974","Tarde-2014-11-29-Southeast","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"16975","Noite-2014-11-29-Southeast","VIOLATION OF RESTRAINING ORDER"
"16976","Noite-2014-11-29-Southeast","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"16977","Manha-2014-11-29-Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"16978","Manha-2014-11-29-Southeast","BATTERY - SIMPLE ASSAULT"
"16979","Manha-2014-11-29-Southeast","BATTERY - SIMPLE ASSAULT"
"16980","Manha-2014-11-29-Southeast","CRIMINAL THREATS - NO WEAPON DISPLAYED"
"16981","Tarde-2014-11-29-Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"16982","Noite-2014-11-29-Southeast","SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT"
"16983","Tarde-2014-11-29-Southeast","OTHER MISCELLANEOUS CRIME"
"16984","Tarde-2014-11-28-Southeast","THEFT PLAIN - PETTY ($950 & UNDER)"
"16985","Tarde-2014-11-29-Southeast","THEFT PLAIN - PETTY ($950 & UNDER)"
"16986","Noite-2014-11-28-Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"16987","Tarde-2014-11-29-Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"16988","Tarde-2014-11-07-Southeast","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"16989","Noite-2014-11-29-Southeast","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"16990","Noite-2014-11-28-Southeast","BURGLARY"
"16991","Madrugada-2014-11-18-Southeast","THEFT OF IDENTITY"
"16992","Tarde-2014-11-29-Southeast","THEFT PLAIN - PETTY ($950 & UNDER)"
"16993","Madrugada-2014-11-29-Mission","RESISTING ARREST"
"16994","Madrugada-2014-11-29-Mission","BATTERY - SIMPLE ASSAULT"
"16995","Noite-2014-11-28-Mission","VEHICLE - STOLEN"
"16996","Noite-2014-11-28-Mission","VEHICLE - STOLEN"
"16997","Manha-2014-11-28-Mission","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT"
"16998","Tarde-2014-11-23-Mission","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"16999","Noite-2014-11-27-Mission","VEHICLE - STOLEN"
"17000","Noite-2014-11-29-Olympic","ROBBERY"
"17001","Madrugada-2014-11-29-Olympic","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17002","Manha-2014-11-28-Olympic","VEHICLE - STOLEN"
"17003","Tarde-2014-11-28-Olympic","LETTERS, LEWD"
"17004","Madrugada-2014-11-29-Olympic","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17005","Noite-2014-11-28-Olympic","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17006","Tarde-2014-11-28-Olympic","VEHICLE - STOLEN"
"17007","Manha-2014-11-28-Olympic","VEHICLE - STOLEN"
"17008","Noite-2014-11-27-Olympic","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17009","Tarde-2014-11-28-Olympic","VEHICLE - STOLEN"
"17010","Manha-2014-11-29-Olympic","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17011","Madrugada-2014-11-29-Olympic","BURGLARY FROM VEHICLE"
"17012","Manha-2014-11-29-Olympic","VIOLATION OF COURT ORDER"
"17013","Tarde-2014-11-29-Olympic","BATTERY - SIMPLE ASSAULT"
"17014","Noite-2014-11-27-Olympic","BUNCO, PETTY THEFT"
"17015","Madrugada-2014-11-29-Olympic","THEFT PLAIN - PETTY ($950 & UNDER)"
"17016","Noite-2014-11-28-Olympic","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17017","Tarde-2014-11-26-Olympic","BURGLARY"
"17018","Noite-2014-11-26-Olympic","BURGLARY"
"17019","Tarde-2014-11-26-Olympic","CRIMINAL THREATS - NO WEAPON DISPLAYED"
"17020","Noite-2014-11-29-Olympic","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17021","Noite-2014-11-29-Olympic","ROBBERY"
"17022","Noite-2014-11-29-Olympic","ROBBERY"
"17023","Noite-2014-11-29-Olympic","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17024","Manha-2014-11-28-Olympic","BURGLARY"
"17025","Noite-2014-11-29-Topanga","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17026","Noite-2014-11-29-Topanga","EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)"
"17027","Madrugada-2014-11-29-Topanga","BURGLARY"
"17028","Noite-2014-11-28-Topanga","VEHICLE - STOLEN"
"17029","Madrugada-2014-11-29-Topanga","BATTERY - SIMPLE ASSAULT"
"17030","Tarde-2014-11-28-Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17031","Noite-2014-11-27-Topanga","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17032","Manha-2014-11-16-Topanga","THEFT OF IDENTITY"
"17033","Noite-2014-11-28-Topanga","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)"
"17034","Noite-2014-11-28-Topanga","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17035","Noite-2014-11-28-Topanga","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)"
"17036","Tarde-2014-11-29-Topanga","BATTERY - SIMPLE ASSAULT"
"17037","Noite-2014-11-29-Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17038","Tarde-2014-11-29-Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17039","Tarde-2014-11-29-Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17040","Tarde-2014-11-26-Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17041","Tarde-2014-11-29-Topanga","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17042","Tarde-2014-11-29-Topanga","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17043","Noite-2014-11-29-Topanga","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)"
"17044","Noite-2014-11-29-Topanga","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17045","Noite-2014-11-29-Topanga","CRIMINAL THREATS - NO WEAPON DISPLAYED"
"17046","Noite-2014-11-29-Topanga","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17047","Noite-2014-11-29-Topanga","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17048","Tarde-2014-11-28-Central","BATTERY - SIMPLE ASSAULT"
"17049","Noite-2014-11-28-Central","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17050","Tarde-2014-11-26-Central","VEHICLE - STOLEN"
"17051","Noite-2014-11-27-Central","RAPE, FORCIBLE"
"17052","Madrugada-2014-11-28-Central","ROBBERY"
"17053","Manha-2014-11-28-Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17054","Manha-2014-11-26-Central","BIKE - STOLEN"
"17055","Madrugada-2014-11-25-Central","RAPE, FORCIBLE"
"17056","Tarde-2014-11-28-Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17057","Tarde-2014-11-28-Central","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17058","Manha-2014-11-26-Central","BATTERY - SIMPLE ASSAULT"
"17059","Manha-2014-11-25-Central","THEFT PLAIN - PETTY ($950 & UNDER)"
"17060","Noite-2014-11-28-Central","BATTERY - SIMPLE ASSAULT"
"17061","Tarde-2014-11-28-Central","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17062","Tarde-2014-11-28-Central","THEFT PLAIN - PETTY ($950 & UNDER)"
"17063","Noite-2014-11-27-Rampart","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17064","Noite-2014-11-26-Rampart","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17065","Noite-2014-11-26-Rampart","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17066","Noite-2014-11-27-Rampart","BRANDISH WEAPON"
"17067","Noite-2014-11-27-Rampart","VEHICLE - STOLEN"
"17068","Madrugada-2014-11-28-Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17069","Madrugada-2014-11-28-Rampart","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17070","Noite-2014-11-27-Rampart","VEHICLE - STOLEN"
"17071","Noite-2014-11-26-Rampart","VEHICLE - STOLEN"
"17072","Tarde-2014-11-27-Rampart","VEHICLE - STOLEN"
"17073","Madrugada-2014-11-28-Rampart","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17074","Madrugada-2014-11-28-Rampart","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17075","Manha-2014-11-25-Rampart","LETTERS, LEWD"
"17076","Tarde-2014-11-27-Rampart","BURGLARY"
"17077","Noite-2014-11-27-Rampart","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17078","Tarde-2014-11-28-Rampart","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17079","Manha-2014-11-22-Rampart","BURGLARY"
"17080","Manha-2014-11-26-Rampart","BURGLARY"
"17081","Tarde-2014-11-28-Rampart","THEFT PLAIN - PETTY ($950 & UNDER)"
"17082","Noite-2014-11-28-Rampart","BATTERY - SIMPLE ASSAULT"
"17083","Noite-2014-11-22-Rampart","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17084","Tarde-2014-11-28-Rampart","BATTERY POLICE"
"17085","Manha-2014-11-28-Rampart","INDECENT EXPOSURE"
"17086","Noite-2014-11-28-Rampart","ROBBERY"
"17087","Tarde-2014-11-28-Rampart","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17088","Tarde-2014-11-28-Rampart","BURGLARY"
"17089","Tarde-2014-11-28-Rampart","BATTERY - SIMPLE ASSAULT"
"17090","Tarde-2014-11-28-Rampart","BATTERY - SIMPLE ASSAULT"
"17091","Noite-2014-11-25-Rampart","BURGLARY FROM VEHICLE"
"17092","Noite-2014-11-28-Rampart","BURGLARY FROM VEHICLE"
"17093","Noite-2014-11-27-Southwest","BRANDISH WEAPON"
"17094","Noite-2014-11-26-Southwest","SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH"
"17095","Noite-2014-11-27-Southwest","VEHICLE - STOLEN"
"17096","Noite-2014-11-28-Southwest","VEHICLE - STOLEN"
"17097","Noite-2014-11-26-Southwest","THEFT PLAIN - PETTY ($950 & UNDER)"
"17098","Noite-2014-11-27-Southwest","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17099","Tarde-2014-11-27-Southwest","THEFT PLAIN - PETTY ($950 & UNDER)"
"17100","Manha-2014-11-26-Southwest","BURGLARY"
"17101","Noite-2014-11-27-Southwest","BATTERY - SIMPLE ASSAULT"
"17102","Noite-2014-11-27-Southwest","ATTEMPTED ROBBERY"
"17103","Madrugada-2014-11-28-Southwest","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17104","Madrugada-2014-11-28-Southwest","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17105","Tarde-2014-11-28-Southwest","VEHICLE - STOLEN"
"17106","Tarde-2014-11-27-Southwest","THEFT PLAIN - PETTY ($950 & UNDER)"
"17107","Manha-2014-11-28-Southwest","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17108","Noite-2014-11-27-Southwest","BATTERY - SIMPLE ASSAULT"
"17109","Noite-2014-11-27-Southwest","BURGLARY"
"17110","Noite-2014-11-27-Southwest","BATTERY - SIMPLE ASSAULT"
"17111","Tarde-2014-11-24-Southwest","THEFT PLAIN - PETTY ($950 & UNDER)"
"17112","Noite-2014-11-27-Southwest","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17113","Manha-2014-11-28-Southwest","THEFT PLAIN - PETTY ($950 & UNDER)"
"17114","Noite-2014-11-25-Southwest","ROBBERY"
"17115","Manha-2014-11-28-Southwest","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17116","Noite-2014-11-27-Southwest","BURGLARY FROM VEHICLE"
"17117","Tarde-2014-11-27-Southwest","CHILD ENDANGERMENT/NEG."
"17118","Tarde-2014-11-28-Southwest","DISCHARGE FIREARMS/SHOTS FIRED"
"17119","Noite-2014-11-20-Southwest","THEFT PLAIN - PETTY ($950 & UNDER)"
"17120","Tarde-2014-11-28-Southwest","THEFT, PERSON"
"17121","Tarde-2014-11-28-Southwest","BATTERY - SIMPLE ASSAULT"
"17122","Tarde-2014-11-28-Southwest","BATTERY - SIMPLE ASSAULT"
"17123","Noite-2014-11-27-Southwest","VEHICLE - STOLEN"
"17124","Manha-2014-11-25-Southwest","BATTERY - SIMPLE ASSAULT"
"17125","Noite-2014-11-19-Southwest","BATTERY - SIMPLE ASSAULT"
"17126","Manha-2014-11-28-Southwest","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17127","Manha-2014-11-27-Hollenbeck","SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT"
"17128","Noite-2014-11-27-Hollenbeck","CRUELTY TO ANIMALS"
"17129","Manha-2014-11-28-Hollenbeck","BATTERY - SIMPLE ASSAULT"
"17130","Tarde-2014-11-28-Hollenbeck","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17131","Noite-2014-11-27-Hollenbeck","KIDNAPPING - GRAND ATTEMPT"
"17132","Noite-2014-11-27-Hollenbeck","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17133","Tarde-2014-11-27-Hollenbeck","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17134","Noite-2014-11-27-Hollenbeck","BATTERY - SIMPLE ASSAULT"
"17135","Noite-2014-11-25-Hollenbeck","VIOLATION OF COURT ORDER"
"17136","Madrugada-2014-11-28-Hollenbeck","VEHICLE - STOLEN"
"17137","Madrugada-2014-11-28-Hollenbeck","ROBBERY"
"17138","Madrugada-2014-11-28-Hollenbeck","ROBBERY"
"17139","Tarde-2014-11-27-Hollenbeck","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17140","Noite-2014-11-27-Hollenbeck","VEHICLE - STOLEN"
"17141","Madrugada-2014-11-28-Hollenbeck","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17142","Manha-2014-11-28-Hollenbeck","VIOLATION OF RESTRAINING ORDER"
"17143","Tarde-2014-11-27-Hollenbeck","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17144","Manha-2014-11-26-Hollenbeck","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17145","Tarde-2014-11-26-Hollenbeck","BURGLARY FROM VEHICLE"
"17146","Manha-2014-11-26-Hollenbeck","BIKE - STOLEN"
"17147","Noite-2014-11-28-Hollenbeck","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17148","Noite-2014-11-21-Hollenbeck","THEFT OF IDENTITY"
"17149","Tarde-2014-11-28-Harbor","BATTERY - SIMPLE ASSAULT"
"17150","Noite-2014-11-28-Harbor","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17151","Noite-2014-11-28-Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17152","Madrugada-2014-11-28-Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17153","Madrugada-2014-11-28-Harbor","DISCHARGE FIREARMS/SHOTS FIRED"
"17154","Manha-2014-11-28-Harbor","VEHICLE - STOLEN"
"17155","Noite-2014-11-26-Harbor","VEHICLE - STOLEN"
"17156","Noite-2014-11-28-Harbor","VEHICLE - STOLEN"
"17157","Tarde-2014-11-28-Harbor","THEFT PLAIN - PETTY ($950 & UNDER)"
"17158","Tarde-2014-11-27-Harbor","BURGLARY"
"17159","Madrugada-2014-11-28-Harbor","THEFT PLAIN - PETTY ($950 & UNDER)"
"17160","Noite-2014-11-27-Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17161","Madrugada-2014-11-28-Harbor","BURGLARY"
"17162","Noite-2014-11-28-Harbor","ROBBERY"
"17163","Tarde-2014-11-28-Harbor","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
"17164","Noite-2014-11-28-Harbor","ATTEMPTED ROBBERY"
"17165","Noite-2014-11-28-Harbor","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17166","Noite-2014-11-27-Harbor","BURGLARY"
"17167","Noite-2014-11-27-Hollywood","BURGLARY"
"17168","Madrugada-2014-11-27-Hollywood","ROBBERY"
"17169","Noite-2014-11-27-Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17170","Tarde-2014-11-28-Hollywood","TRESPASSING"
"17171","Tarde-2014-11-28-Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17172","Tarde-2014-11-28-Hollywood","BATTERY - SIMPLE ASSAULT"
"17173","Manha-2014-11-28-Hollywood","ROBBERY"
"17174","Noite-2014-11-28-Hollywood","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17175","Noite-2014-11-28-Hollywood","BATTERY - SIMPLE ASSAULT"
"17176","Noite-2014-11-28-Hollywood","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17177","Noite-2014-11-28-Hollywood","LEWD CONDUCT"
"17178","Madrugada-2014-11-28-Hollywood","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17179","Manha-2014-11-26-Hollywood","BURGLARY FROM VEHICLE"
"17180","Tarde-2014-11-11-Hollywood","THEFT PLAIN - PETTY ($950 & UNDER)"
"17181","Noite-2014-11-28-Hollywood","BURGLARY FROM VEHICLE"
"17182","Manha-2014-11-28-Hollywood","BATTERY - SIMPLE ASSAULT"
"17183","Manha-2014-11-27-Wilshire","DISTURBING THE PEACE"
"17184","Madrugada-2014-11-28-Wilshire","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17185","Madrugada-2014-11-28-Wilshire","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17186","Noite-2014-11-27-Wilshire","ROBBERY"
"17187","Manha-2014-11-24-Wilshire","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17188","Manha-2014-11-28-Wilshire","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17189","Manha-2014-11-28-Wilshire","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17190","Tarde-2014-11-27-Wilshire","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17191","Manha-2014-11-28-Wilshire","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)"
"17192","Tarde-2014-11-10-Wilshire","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
"17193","Tarde-2014-11-22-Wilshire","THEFT OF IDENTITY"
"17194","Tarde-2014-11-13-Wilshire","DOCUMENT FORGERY / STOLEN FELONY"
"17195","Tarde-2014-11-15-Wilshire","THEFT OF IDENTITY"
"17196","Tarde-2014-11-24-Wilshire","THEFT PLAIN - PETTY ($950 & UNDER)"
"17197","Tarde-2014-11-28-Wilshire","BATTERY - SIMPLE ASSAULT"
"17198","Tarde-2014-11-28-Wilshire","THEFT OF IDENTITY"
"17199","Tarde-2014-11-26-Wilshire","THEFT OF IDENTITY"
"17200","Manha-2014-11-28-Wilshire","TRESPASSING"
"17201","Tarde-2014-11-27-Wilshire","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17202","Noite-2014-11-28-Wilshire","BATTERY - SIMPLE ASSAULT"
"17203","Madrugada-2014-11-28-Wilshire","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17204","Manha-2014-11-24-West LA","THEFT OF IDENTITY"
"17205","Tarde-2014-11-27-West LA","THEFT PLAIN - PETTY ($950 & UNDER)"
"17206","Madrugada-2014-11-28-West LA","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17207","Noite-2014-11-27-West LA","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17208","Tarde-2014-11-28-West LA","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)"
"17209","Manha-2014-11-28-West LA","DOCUMENT FORGERY / STOLEN FELONY"
"17210","Noite-2014-11-25-West LA","THEFT PLAIN - PETTY ($950 & UNDER)"
"17211","Tarde-2014-11-28-West LA","BURGLARY"
"17212","Tarde-2014-11-26-West LA","BURGLARY"
"17213","Noite-2014-11-28-West LA","BATTERY - SIMPLE ASSAULT"
"17214","Manha-2014-11-21-West LA","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17215","Noite-2014-11-27-West LA","CRIMINAL THREATS - NO WEAPON DISPLAYED"
"17216","Tarde-2014-11-18-West LA","THEFT OF IDENTITY"
"17217","Noite-2014-11-28-West LA","BATTERY - SIMPLE ASSAULT"
"17218","Noite-2014-11-28-Van Nuys","ROBBERY"
"17219","Madrugada-2014-11-28-Van Nuys","VIOLATION OF COURT ORDER"
"17220","Manha-2014-11-27-Van Nuys","BURGLARY, ATTEMPTED"
"17221","Madrugada-2014-11-28-Van Nuys","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17222","Madrugada-2014-11-28-Van Nuys","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17223","Manha-2014-11-28-Van Nuys","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17224","Madrugada-2014-11-28-Van Nuys","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17225","Madrugada-2014-11-28-Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)"
"17226","Noite-2014-11-27-Van Nuys","BURGLARY FROM VEHICLE"
"17227","Tarde-2014-11-14-Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)"
"17228","Tarde-2014-11-25-Van Nuys","BURGLARY"
"17229","Madrugada-2014-11-28-Van Nuys","BURGLARY FROM VEHICLE"
"17230","Manha-2014-11-28-Van Nuys","BATTERY - SIMPLE ASSAULT"
"17231","Tarde-2014-11-28-Van Nuys","ROBBERY"
"17232","Noite-2014-11-27-Van Nuys","BATTERY - SIMPLE ASSAULT"
"17233","Noite-2014-11-27-Van Nuys","BATTERY - SIMPLE ASSAULT"
"17234","Manha-2014-11-27-Van Nuys","BURGLARY"
"17235","Noite-2014-11-28-Van Nuys","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17236","Noite-2014-11-24-Van Nuys","BURGLARY FROM VEHICLE"
"17237","Noite-2014-11-24-Van Nuys","THEFT OF IDENTITY"
"17238","Noite-2014-11-28-Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)"
"17239","Tarde-2014-11-28-Van Nuys","TRESPASSING"
"17240","Tarde-2014-11-27-Van Nuys","THEFT PLAIN - PETTY ($950 & UNDER)"
"17241","Noite-2014-11-28-Van Nuys","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17242","Manha-2014-11-28-Van Nuys","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17243","Tarde-2014-11-28-Van Nuys","DISTURBING THE PEACE"
"17244","Tarde-2014-11-27-Van Nuys","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17245","Noite-2014-11-28-Van Nuys","BURGLARY"
"17246","Noite-2014-11-28-Van Nuys","BATTERY WITH SEXUAL CONTACT"
"17247","Tarde-2014-11-28-Van Nuys","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
"17248","Tarde-2014-11-27-West Valley","SHOPLIFTING - PETTY THEFT ($950 & UNDER)"
"17249","Noite-2014-11-28-West Valley","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17250","Madrugada-2014-11-27-West Valley","RAPE, FORCIBLE"
"17251","Tarde-2014-11-27-West Valley","VANDALISM - MISDEAMEANOR ($399 OR UNDER)"
"17252","Madrugada-2014-11-27-West Valley","BURGLARY FROM VEHICLE"
"17253","Tarde-2014-11-27-West Valley","BATTERY - SIMPLE ASSAULT"
"17254","Manha-2014-11-26-West Valley","THEFT PLAIN - PETTY ($950 & UNDER)"
"17255","Manha-2014-11-27-West Valley","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
"17256","Noite-2014-11-04-West Valley","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17257","Manha-2014-11-26-West Valley","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
"17258","Tarde-2014-11-26-West Valley","BURGLARY"
"17259","Tarde-2014-11-28-West Valley","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
"17260","Tarde-2014-11-27-West Valley","BURGLARY FROM VEHICLE"
"17261","Tarde-2014-11-25-West Valley","OTHER MISCELLANEOUS CRIME"
"17262","Noite-2014-11-26-West Valley","THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER)"
"17263","Madrugada-2014-11-28-Northeast","BURGLARY"
"17264","Noite-2014-11-27-Northeast","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17265","Noite-2014-11-27-Northeast","SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT"
"17266","Madrugada-2014-11-28-Northeast","THEFT PLAIN - PETTY ($950 & UNDER)"
"17267","Noite-2014-11-27-Northeast","VEHICLE - STOLEN"
"17268","Noite-2014-11-27-Northeast","VEHICLE - STOLEN"
"17269","Tarde-2014-11-28-Northeast","VEHICLE - STOLEN"
"17270","Manha-2014-11-28-Northeast","THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER)"
